상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소
MA010120220803770072,민우텔레콤,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803758947,기념품,,소매,장식품 소매,기념품점,서울특별시 광진구 능동로 120
MA010120220803764847,국대떡볶이군자역점,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 능동로 288
MA010120220803764851,이성모터스,,수리·개인,자동차 수리·세차,자동차 정비소,서울특별시 광진구 아차산로78길 176
MA010120220803764855,서울본부인셀덤,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 능동로 50
MA010120220803764860,분땡,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 아차산로 589
MA010120220803770533,B미용컨설팅,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 자양로13가길 5
MA010120220803758959,광주집,,음식,한식,백반/한정식,서울특별시 광진구 자양로 191
MA010120220803770897,GS25구의성진,,소매,종합 소매,편의점,서울특별시 광진구 구의강변로 45
MA010120220803771216,우리들공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로28길 23
MA010120220803753768,P.A.T.,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 용마산로 18
MA010120220803753777,종로빈대떡,,음식,주점,요리 주점,서울특별시 광진구 천호대로 671
MA010120220803759363,타임스케어,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로 503-23
MA010120220803770920,세븐일레븐화양공원점,,소매,종합 소매,편의점,서울특별시 광진구 광나루로14길 27
MA010120220803754921,종점철물,,소매,철물·건설자재 소매,철물/공구 소매업,서울특별시 광진구 뚝섬로 462
MA010120220803766400,서울회관,,음식,한식,백반/한정식,서울특별시 광진구 뚝섬로52길 13
MA010120220803776664,소망치과의원,,보건의료,의원,치과의원,서울특별시 광진구 아차산로 634
MA010120220803776667,웨이브,,음식,주점,요리 주점,서울특별시 광진구 능동로19길 18
MA010120220803754640,원조곱창,,음식,한식,곱창 전골/구이,서울특별시 광진구 능동로47길 20
MA010120220803766098,팔도강산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로49길 13
MA010120220803766117,하이컬헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 군자로 134
MA010120220803772210,쉐르빌대학약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 구의강변로 106
MA010120220803760656,대성식당,,음식,한식,백반/한정식,서울특별시 광진구 면목로11길 4
MA010120220803772318,밥하는집,,음식,한식,백반/한정식,서울특별시 광진구 자양로5길 18
MA010120220803755083,OHOTelecom,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803755089,게임시티,,소매,오락용품 소매,장난감 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803760659,어반아지트,,과학·기술,사진 촬영,사진촬영업,서울특별시 광진구 광나루로50길 17
MA010120220803767346,크로스투디자인,,과학·기술,전문 디자인,제품 디자인업,서울특별시 광진구 능동로38길 34
MA010120220803750035,쉬즈미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 동일로10길 33
MA010120220803750036,이브헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로32길 114
MA010120220803750350,모닝글로리,,소매,오락용품 소매,문구/회화용품 소매업,서울특별시 광진구 아차산로66길 92
MA010120220803755451,애플동물병원,,과학·기술,수의,동물병원,서울특별시 광진구 천호대로 642-1
MA010120220803755453,베스킨라빈스,,음식,기타 간이,아이스크림/빙수,서울특별시 광진구 아차산로 375
MA010120220803761086,세종옷수선,,수리·개인,기타 가정용품 수리,의류/이불 수선업,서울특별시 광진구 능동로25길 54
MA010120220803761089,제일사,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803767014,신영아이티,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803755814,광일공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 구의로4길 44
MA010120220803761433,한일사,,수리·개인,세탁,세탁소,서울특별시 광진구 자양번영로5길 7
MA010120220803767395,쥬니뷰틱,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 아차산로 387-5
MA010120220803750408,주학,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 용마산로21길 77
MA010120220803750411,드보라헤어커플,,수리·개인,이용·미용,미용실,서울특별시 광진구 구의로16길 23
MA010120220803755836,군자통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 능동로 300
MA010120220803756209,지지배배,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 아차산로33길 20
MA010120220803761806,생선구이,,음식,한식,해산물 구이/찜,서울특별시 광진구 뚝섬로 476-20
MA010120220803761820,예울터,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,서울특별시 광진구 아차산로78길 72
MA010120220803767750,한진전자,,소매,안경·정밀기기 소매,사진기/기타 광학기기 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803750747,서진,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803751469,도미노피자,,음식,기타 간이,피자,서울특별시 광진구 용마산로 39
MA010120220803756947,조하푸드,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 용마산로1길 47
MA010120220803762623,베스킨라빈스,,음식,기타 간이,아이스크림/빙수,서울특별시 광진구 뚝섬로 552
MA010120220803762626,바다사냥,,음식,한식,횟집,서울특별시 광진구 뚝섬로30길 6-3
MA010120220803768149,제일분식,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 긴고랑로9길 28
MA010120220803756965,리치공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 동일로26길 34
MA010120220803762298,매리트공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로 284
MA010120220803779020,파파노래방,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 광나루로 352
MA010120220803779297,케이에이씨앤씨,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803762752,씨유건대,,소매,종합 소매,편의점,서울특별시 광진구 동일로20길 44
MA010120220803768629,양지공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 광나루로54길 83
MA010120220803768631,옷수선,,수리·개인,기타 가정용품 수리,의류/이불 수선업,서울특별시 광진구 자양로50길 28
MA010120220803752051,건아산업,,수리·개인,세탁,세탁소,서울특별시 광진구 능동로7길 24
MA010120220803752066,빙고,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 면목로 165
MA010120220803763211,또바치킨&족발,,음식,기타 간이,치킨,서울특별시 광진구 아차산로51길 101
MA010120220803763216,얼큰이동태탕,,음식,한식,국/탕/찌개류,서울특별시 광진구 아차산로34길 5
MA010120220803769079,요아스뷰티,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 아차산로65길 8
MA010120220803769080,지영이네,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 긴고랑로9길 54
MA010120220803769083,더나와테크노,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803769084,엘리뷰티,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 자양로 113
MA010120220803752081,불로건강원,,소매,식료품 소매,건강보조식품 소매업,서울특별시 광진구 용마산로 60
MA010120220803793002,엑타미날,,소매,식료품 소매,건강보조식품 소매업,서울특별시 광진구 천호대로136길 68
MA010120220803799884,네오스토리,,과학·기술,광고,광고 대행업,서울특별시 광진구 뚝섬로 599
MA010120220803800071,삼우티이씨엠,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,서울특별시 광진구 능동로 335
MA010120220803807576,문구박사,,소매,오락용품 소매,문구/회화용품 소매업,서울특별시 광진구 능동로13길 60
MA010120220803807582,학사공인중개사,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 광나루로56길 32
MA010120220803807589,이경진헤어샵,,수리·개인,이용·미용,미용실,서울특별시 광진구 긴고랑로8길 11
MA010120220803794271,어린이안전학교,,교육,기타 교육,그 외 기타 교육기관,서울특별시 광진구 광장로 66-1
MA010120220803795055,세븐광장점,,소매,종합 소매,편의점,서울특별시 광진구 아차산로78길 153
MA010120220803795056,슈페리어중곡동지점,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 천호대로 585
MA010120220803808160,SK에너지,,소매,연료 소매,가정용 연료 소매업,서울특별시 광진구 구의로16길 21
MA010120220803808440,용마골,,음식,한식,백반/한정식,서울특별시 광진구 용마산로27길 4
MA010120220803034201,일조인력개발,,시설관리·임대,고용 알선,임시/일용 인력 공급업,서울특별시 광진구 군자로12길 46
MA010120220803034508,해오름부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 동일로70길 47
MA010120220803071542,에스제이푸드,,음식,구내식당·뷔페,구내식당,서울특별시 광진구 능동로 216
MA010120220803081075,광진전자담배프라자,,소매,담배 소매,담배/전자담배 소매업,서울특별시 광진구 능동로 278-1
MA010120220803081985,고래맥주창고뚝섬유원지지점,,음식,주점,생맥주 전문,서울특별시 광진구 능동로 49
MA010120220803033199,라멘미세,,음식,일식,일식 면 요리,서울특별시 광진구 능동로38길 30
MA010120220803047351,와이필라테스,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 능동로 68
MA010120220803061137,피지오제이,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 광나루로 486
MA010120220803094711,마실가세,,음식,주점,요리 주점,서울특별시 광진구 자양로13길 25
MA010120220803070721,성수완당,,음식,일식,일식 회/초밥,서울특별시 광진구 동일로20길 32
MA010120220803070968,손가네부대찌개,,음식,한식,백반/한정식,서울특별시 광진구 자양로43길 28
MA010120220803080014,앤에이크린,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 뚝섬로59길 27-3
MA010120220803060478,판다art,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 광나루로 358
MA010120220803085450,온누리강변프라자약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 광나루로56길 29
MA010120220803091661,셀프빨래방,,수리·개인,세탁,셀프 빨래방,서울특별시 광진구 긴고랑로 71
MA010120220803092064,헤네,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로10길 109
MA010120220803046019,데니쉬크라운,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 아차산로 563
MA010120220803041942,이모네돌솥밥,,음식,한식,백반/한정식,서울특별시 광진구 긴고랑로 96
